Company,Growth_Score,Growth_Change_Q,Heat_Score,Heat_Change,Business_Score,Headcount,News,News_Sentiment,News_Count,market
Wells Fargo,84.0,-12.0,95,18,,13669.973717316245,"Wells Fargo: Benzinga.com — Amazon, Nvidia Dismiss Fears Of AI Data Center 'Pullback': 'We Continue To See Very Strong Demand' ~ Wells Fargo: Bloomberg — Two Ex-Wells Fargo Auditors Reach Settlement With Bank Regulator ~ Wells Fargo: 24-7 Press Release Newswire — Marquis Who's Who Honors Madolyn ""Midge"" MacArthur for Expertise in Banking ~ Wells Fargo: Seattle TechFlash — The Beat: M25 adds Chicago founder as venture partner",0.39415,4,Manhattan
Wells Fargo,84.0,-12.0,95,18,,13669.973717316245,"Wells Fargo: Benzinga.com — Amazon, Nvidia Dismiss Fears Of AI Data Center 'Pullback': 'We Continue To See Very Strong Demand' ~ Wells Fargo: Bloomberg — Two Ex-Wells Fargo Auditors Reach Settlement With Bank Regulator ~ Wells Fargo: 24-7 Press Release Newswire — Marquis Who's Who Honors Madolyn ""Midge"" MacArthur for Expertise in Banking ~ Wells Fargo: Seattle TechFlash — The Beat: M25 adds Chicago founder as venture partner",0.39415,4,Manhattan
Wells Fargo,84.0,1.0,95,18,,13669.973717316245,"Wells Fargo: Benzinga.com — Amazon, Nvidia Dismiss Fears Of AI Data Center 'Pullback': 'We Continue To See Very Strong Demand' ~ Wells Fargo: Bloomberg — Two Ex-Wells Fargo Auditors Reach Settlement With Bank Regulator ~ Wells Fargo: 24-7 Press Release Newswire — Marquis Who's Who Honors Madolyn ""Midge"" MacArthur for Expertise in Banking ~ Wells Fargo: Seattle TechFlash — The Beat: M25 adds Chicago founder as venture partner",0.39415,4,Dallas/Ft Worth
Wells Fargo,84.0,-6.0,95,18,,13669.973717316245,"Wells Fargo: Benzinga.com — Amazon, Nvidia Dismiss Fears Of AI Data Center 'Pullback': 'We Continue To See Very Strong Demand' ~ Wells Fargo: Bloomberg — Two Ex-Wells Fargo Auditors Reach Settlement With Bank Regulator ~ Wells Fargo: 24-7 Press Release Newswire — Marquis Who's Who Honors Madolyn ""Midge"" MacArthur for Expertise in Banking ~ Wells Fargo: Seattle TechFlash — The Beat: M25 adds Chicago founder as venture partner",0.39415,4,San Francisco
Wells Fargo,84.0,-12.0,95,18,,13669.973717316245,"Wells Fargo: Benzinga.com — Amazon, Nvidia Dismiss Fears Of AI Data Center 'Pullback': 'We Continue To See Very Strong Demand' ~ Wells Fargo: Bloomberg — Two Ex-Wells Fargo Auditors Reach Settlement With Bank Regulator ~ Wells Fargo: 24-7 Press Release Newswire — Marquis Who's Who Honors Madolyn ""Midge"" MacArthur for Expertise in Banking ~ Wells Fargo: Seattle TechFlash — The Beat: M25 adds Chicago founder as venture partner",0.39415,4,Manhattan
Wells Fargo,84.0,-12.0,95,18,,13669.973717316245,"Wells Fargo: Benzinga.com — Amazon, Nvidia Dismiss Fears Of AI Data Center 'Pullback': 'We Continue To See Very Strong Demand' ~ Wells Fargo: Bloomberg — Two Ex-Wells Fargo Auditors Reach Settlement With Bank Regulator ~ Wells Fargo: 24-7 Press Release Newswire — Marquis Who's Who Honors Madolyn ""Midge"" MacArthur for Expertise in Banking ~ Wells Fargo: Seattle TechFlash — The Beat: M25 adds Chicago founder as venture partner",0.39415,4,Manhattan
Wells Fargo,84.0,-6.0,95,18,,13669.973717316245,"Wells Fargo: Benzinga.com — Amazon, Nvidia Dismiss Fears Of AI Data Center 'Pullback': 'We Continue To See Very Strong Demand' ~ Wells Fargo: Bloomberg — Two Ex-Wells Fargo Auditors Reach Settlement With Bank Regulator ~ Wells Fargo: 24-7 Press Release Newswire — Marquis Who's Who Honors Madolyn ""Midge"" MacArthur for Expertise in Banking ~ Wells Fargo: Seattle TechFlash — The Beat: M25 adds Chicago founder as venture partner",0.39415,4,San Francisco
Infor,92.0,-9.0,93,11,96.0,10262.998491191107,"Infor: PR Newswire — Nucleus Research Releases 2025 iPaaS Technology Value Matrix ~ Infor: Business Wire — Smart Warehouse Market Outlook & Forecast Report 2025-2030, with Profiles of Honeywell, IBM, Oracle, Armstrong, Daifuku, Manhattan, Infor, Korber, Blue Yonder, Epicor and more - ResearchAndMarkets.com ~ Infor: PR Newswire — Nucleus Research Releases 2025 WFM Technology Value Matrix ~ Infor: SalesTech Star — Cavallo Announces Integration with Infor ERP Systems to Expand Profit Maximization Reach",0.432625,4,Manhattan
Infor,92.0,-9.0,93,11,96.0,10262.998491191107,"Infor: PR Newswire — Nucleus Research Releases 2025 iPaaS Technology Value Matrix ~ Infor: Business Wire — Smart Warehouse Market Outlook & Forecast Report 2025-2030, with Profiles of Honeywell, IBM, Oracle, Armstrong, Daifuku, Manhattan, Infor, Korber, Blue Yonder, Epicor and more - ResearchAndMarkets.com ~ Infor: PR Newswire — Nucleus Research Releases 2025 WFM Technology Value Matrix ~ Infor: SalesTech Star — Cavallo Announces Integration with Infor ERP Systems to Expand Profit Maximization Reach",0.432625,4,Manhattan
Lieberman Research Worldwide,91.0,0.0,57,4,61.0,375.5,Lieberman Research Worldwide: Built In LA — 12 virtual reality startups in LA you should know ~ Lieberman Research Worldwide: PRWeb Sitemap — LRW Names Jeff Reynolds President of So What Holdings,0.0,2,Manhattan
Grapeshot,,,45,-7,,75.5,"Grapeshot: Ad Tech Daily — Grapeshot Founder and ‘Pioneer’ of Contextual Advertising John Snyder Joins Illuma Technology ~ Grapeshot: PRNewswire — As New EU Data Regulations Loom, Grapeshot Empowers Marketers to Increase Digital Scale and Delivery with Contextual Intelligence ~ Grapeshot: Wyoming Business Report — Support Your Immune System with Grapes ~ Grapeshot: AdExchanger — Contextual On The Upswing, With GumGum CEO Phil Schraeder",0.28542500000000004,4,Manhattan
KPMG,59.0,-16.0,84,10,95.0,14576.974910228068,"KPMG: Private Funds CFO — Good old governance tops LP priorities, KPMG says ~ KPMG: Paypers — Poste and the mint question the EUR 500 million valuation of PagoPA ~ KPMG: Business Insider — The Big Four have a partner problem — and they're losing talent ~ KPMG: prnasia.com — MINISO Group Announces Annual General Meeting on June 12, 2025, Filing of Annual Report on Form 20-F and Proposed Change of Auditors",0.09347499999999999,4,Manhattan
KPMG,59.0,-16.0,84,10,95.0,14576.974910228068,"KPMG: Private Funds CFO — Good old governance tops LP priorities, KPMG says ~ KPMG: Paypers — Poste and the mint question the EUR 500 million valuation of PagoPA ~ KPMG: Business Insider — The Big Four have a partner problem — and they're losing talent ~ KPMG: prnasia.com — MINISO Group Announces Annual General Meeting on June 12, 2025, Filing of Annual Report on Form 20-F and Proposed Change of Auditors",0.09347499999999999,4,Manhattan
KPMG,59.0,-10.0,84,10,95.0,14576.974910228068,"KPMG: Private Funds CFO — Good old governance tops LP priorities, KPMG says ~ KPMG: Paypers — Poste and the mint question the EUR 500 million valuation of PagoPA ~ KPMG: Business Insider — The Big Four have a partner problem — and they're losing talent ~ KPMG: prnasia.com — MINISO Group Announces Annual General Meeting on June 12, 2025, Filing of Annual Report on Form 20-F and Proposed Change of Auditors",0.09347499999999999,4,San Francisco
KPMG,59.0,-16.0,84,10,95.0,14576.974910228068,"KPMG: Private Funds CFO — Good old governance tops LP priorities, KPMG says ~ KPMG: Paypers — Poste and the mint question the EUR 500 million valuation of PagoPA ~ KPMG: Business Insider — The Big Four have a partner problem — and they're losing talent ~ KPMG: prnasia.com — MINISO Group Announces Annual General Meeting on June 12, 2025, Filing of Annual Report on Form 20-F and Proposed Change of Auditors",0.09347499999999999,4,Manhattan
KPMG,59.0,-10.0,84,10,95.0,14576.974910228068,"KPMG: Private Funds CFO — Good old governance tops LP priorities, KPMG says ~ KPMG: Paypers — Poste and the mint question the EUR 500 million valuation of PagoPA ~ KPMG: Business Insider — The Big Four have a partner problem — and they're losing talent ~ KPMG: prnasia.com — MINISO Group Announces Annual General Meeting on June 12, 2025, Filing of Annual Report on Form 20-F and Proposed Change of Auditors",0.09347499999999999,4,San Francisco
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,0.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,San Francisco
Knotel,62.0,0.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,San Francisco
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,0.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,San Francisco
Knotel,62.0,0.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,San Francisco
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,0.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,San Francisco
Knotel,62.0,0.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,San Francisco
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,0.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,San Francisco
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
